"No.","Time","Source","Destination","Protocol","Length","Info"
"85","2026/106 15:00:47.138976100","fe80::1408:627a:e4b4:d94c","ff02::1:fff1:bc59","ICMPv6","90","Neighbor Solicitation for fe80::496:9da7:1df1:bc59 from 3c:06:30:07:80:08"
"86","2026/106 15:00:47.138976100","fe80::1408:627a:e4b4:d94c","ff02::1:ff5b:56fa","ICMPv6","90","Neighbor Solicitation for fe80::8e4:f0ef:125b:56fa from 3c:06:30:07:80:08"
"87","2026/106 15:00:47.138976100","fe80::1408:627a:e4b4:d94c","ff02::1:ffe3:7110","ICMPv6","90","Neighbor Solicitation for fe80::10b5:340:c8e3:7110 from 3c:06:30:07:80:08"
"88","2026/106 15:00:47.138976100","fe80::18b4:2c31:80c2:5bb0","ff02::fb","MDNS","111","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"89","2026/106 15:00:47.138976100","172.18.81.11","224.0.0.251","MDNS","91","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"90","2026/106 15:00:47.182480100","fe80::103c:db89:bb20:1aaa","ff02::1:ff63:4eee","ICMPv6","90","Neighbor Solicitation for fe80::108b:642d:7663:4eee from f6:4b:11:1b:28:97"
"91","2026/106 15:00:47.190224900","172.18.81.48","224.0.0.251","MDNS","91","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"92","2026/106 15:00:47.190224900","fe80::2043:49ff:fe9d:cea5","ff02::fb","MDNS","111","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"93","2026/106 15:00:47.244987600","Intel_d6:ca:9f","Intel_61:82:b7","ARP","60","Who has 172.18.81.89? Tell 172.18.80.108"
"94","2026/106 15:00:47.244987600","fe80::823:2d0c:1e5c:439c","ff02::1:ff3c:2342","ICMPv6","90","Neighbor Solicitation for fe80::cf7:fdd:313c:2342 from e6:bd:41:3c:ce:4d"
"95","2026/106 15:00:47.254690300","172.18.80.252","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _airplay-bds._tcp.local, ""QM"" question"
"96","2026/106 15:00:47.262261400","fe80::16:b056:5153:7e72","ff02::fb","MDNS","107","Standard query 0x0000 PTR _airplay-bds._tcp.local, ""QM"" question"
"97","2026/106 15:00:47.357453400","fe80::10f1:37e7:8161:63f0","ff02::1:ff3c:2342","ICMPv6","90","Neighbor Solicitation for fe80::cf7:fdd:313c:2342 from a4:cf:99:91:0d:ad"
"98","2026/106 15:00:47.388812300","fe80::b8a7:8bff:fef1:4115","ff02::2","ICMPv6","74","Router Solicitation from ba:a7:8b:f1:41:15"
"99","2026/106 15:00:47.388812300","172.18.80.47","224.0.0.251","MDNS","292","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR B20036D5-A484-4F68-A979-544BD3C1F495._asquic._udp.local SRV, cache flush 0 0 52737 maddies-iphone.local AAAA, cache flush fe80::148e:f98:d082:ad7a A, cache flush 172.18.80.47 NSEC, cache flush B20036D5-A484-4F68-A979-544BD3C1F495._asquic._udp.local NSEC, cache flush maddies-iphone.local"
"100","2026/106 15:00:47.388812300","fe80::148e:f98:d082:ad7a","ff02::fb","MDNS","312","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR B20036D5-A484-4F68-A979-544BD3C1F495._asquic._udp.local SRV, cache flush 0 0 52737 maddies-iphone.local AAAA, cache flush fe80::148e:f98:d082:ad7a A, cache flush 172.18.80.47 NSEC, cache flush B20036D5-A484-4F68-A979-544BD3C1F495._asquic._udp.local NSEC, cache flush maddies-iphone.local"
"101","2026/106 15:00:47.424289600","fe80::b4eb:8dff:fe66:73a7","ff02::fb","MDNS","111","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"102","2026/106 15:00:47.424289600","172.18.80.120","224.0.0.251","MDNS","91","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"103","2026/106 15:00:47.466701900","172.18.80.120","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"104","2026/106 15:00:47.515779500","172.18.82.96","224.0.0.251","MDNS","289","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR 5B722429-6B9E-47E1-9E24-26236614E409._asquic._udp.local SRV, cache flush 0 0 65038 Slims-Phone.local AAAA, cache flush fe80::468:cd9b:2d31:c48a A, cache flush 172.18.82.96 NSEC, cache flush 5B722429-6B9E-47E1-9E24-26236614E409._asquic._udp.local NSEC, cache flush Slims-Phone.local"
"105","2026/106 15:00:47.515779500","fe80::468:cd9b:2d31:c48a","ff02::fb","MDNS","309","Standard query response 0x0000 TXT, cache flush PTR _asquic._udp.local PTR 5B722429-6B9E-47E1-9E24-26236614E409._asquic._udp.local SRV, cache flush 0 0 65038 Slims-Phone.local AAAA, cache flush fe80::468:cd9b:2d31:c48a A, cache flush 172.18.82.96 NSEC, cache flush 5B722429-6B9E-47E1-9E24-26236614E409._asquic._udp.local NSEC, cache flush Slims-Phone.local"
"106","2026/106 15:00:47.564501400","172.18.80.144","224.0.0.251","MDNS","117","Standard query 0x0000 SRV HP OfficeJet Pro 8710 [080E2C]._ipps._tcp.local, ""QM"" question TXT HP OfficeJet Pro 8710 [080E2C]._ipps._tcp.local, ""QM"" question"
"107","2026/106 15:00:47.579582600","fe80::8de:8ab3:79d8:54bb","ff02::fb","MDNS","137","Standard query 0x0000 SRV HP OfficeJet Pro 8710 [080E2C]._ipps._tcp.local, ""QM"" question TXT HP OfficeJet Pro 8710 [080E2C]._ipps._tcp.local, ""QM"" question"
"108","2026/106 15:00:47.588384100","172.18.80.252","224.0.0.251","MDNS","1481","Standard query 0x0000 PTR _raop._tcp.local, ""QM"" question PTR C442680E67C6@LW264-AM-3200 (5)._raop._tcp.local PTR 8C7AAAE9BCA0@Stutiâ\200\231s MacBook Air (2)._raop._tcp.local PTR B0BE83177D6F@Kaliâ\200\231s MacBook Air._raop._tcp.local PTR DE32B22AD099@Morganâ\200\231s MacBook Air._raop._tcp.local PTR 4AD3F4F39AA8@Grantâ\200\231s MacBook Pro._raop._tcp.local PTR AACBDE2928D0@LK's Macbook._raop._tcp.local PTR B6BEC99E1FA5@Judithâ\200\231s MacBook Air._raop._tcp.local PTR B2746320D997@Katelynâ\200\231s MacBook Air._raop._tcp.local PTR 7261725E4F0F@Rosalieâ\200\231s MacBook Air._raop._tcp.local PTR C0956D460F8C@Petrâ\200\231s MacBook Air._raop._tcp.local PTR 80657CF186FB@Janiceâ\200\231s MacBook Air._raop._tcp.local PTR D0880C8F1B49@Haruto\343\201\256MacBook Air._raop._tcp.local PTR 0234FC40874B@Austinâ\200\231s Laptop._raop._tcp.local PTR 7EE1B7346DEF@Isaiahâ\200\231s MacBook Pro._raop._tcp.local PTR A483E73450BC@jujuâ\200\231s MacBook Air._raop._tcp.local PTR 66878F2C5B39@emilyâ\200\231s MacBook Air (2)._raop._tcp.local PTR A88FD939E9D2@Annaâ\200\231s MacBook Air._raop._tcp.local PTR CAF30E5827D3@FBI Computer 1._raop._tcp.local PTR 92E4666DDBA4@Aidenâ\200\231s MacBook Air._raop._tcp.local PTR A6DF8ED02BFD@Josephineâ\200\231s MacBook Air._raop._tcp.local PTR 4E42DB33AA89@Paigeâ\200\231s MacBook Pro._raop._tcp.local PTR 62C69617BCF7@Davidâ\200\231s MacBook Pro (2)._raop._tcp.local PTR 109F41E6DEA6@Samanthaâ\200\231s MacBook Pro._raop._tcp.local PTR 80657CF18DA3@userâ\200\231s MacBook Air._raop._tcp.local PTR E26B7185D62D@Lydiaâ\200\231s MacBook Air._raop._tcp.local PTR 76B018DA6BB4@Ephraimâ\200\231s MacBook Air._raop._tcp.local PTR 32DBC6D3D1FC@Katieâ\200\231s MacBook Air._raop._tcp.local PTR 16A01AAF458C@Bucephalus._raop._tcp.local PTR C29678504933@Guest Bedroom._raop._tcp.local"
"109","2026/106 15:00:47.589935900","fe80::16:b056:5153:7e72","ff02::fb","MDNS","1501","Standard query 0x0000 PTR _raop._tcp.local, ""QM"" question PTR C442680E67C6@LW264-AM-3200 (5)._raop._tcp.local PTR 8C7AAAE9BCA0@Stutiâ\200\231s MacBook Air (2)._raop._tcp.local PTR B0BE83177D6F@Kaliâ\200\231s MacBook Air._raop._tcp.local PTR DE32B22AD099@Morganâ\200\231s MacBook Air._raop._tcp.local PTR 4AD3F4F39AA8@Grantâ\200\231s MacBook Pro._raop._tcp.local PTR AACBDE2928D0@LK's Macbook._raop._tcp.local PTR B6BEC99E1FA5@Judithâ\200\231s MacBook Air._raop._tcp.local PTR B2746320D997@Katelynâ\200\231s MacBook Air._raop._tcp.local PTR 7261725E4F0F@Rosalieâ\200\231s MacBook Air._raop._tcp.local PTR C0956D460F8C@Petrâ\200\231s MacBook Air._raop._tcp.local PTR 80657CF186FB@Janiceâ\200\231s MacBook Air._raop._tcp.local PTR D0880C8F1B49@Haruto\343\201\256MacBook Air._raop._tcp.local PTR 0234FC40874B@Austinâ\200\231s Laptop._raop._tcp.local PTR 7EE1B7346DEF@Isaiahâ\200\231s MacBook Pro._raop._tcp.local PTR A483E73450BC@jujuâ\200\231s MacBook Air._raop._tcp.local PTR 66878F2C5B39@emilyâ\200\231s MacBook Air (2)._raop._tcp.local PTR A88FD939E9D2@Annaâ\200\231s MacBook Air._raop._tcp.local PTR CAF30E5827D3@FBI Computer 1._raop._tcp.local PTR 92E4666DDBA4@Aidenâ\200\231s MacBook Air._raop._tcp.local PTR A6DF8ED02BFD@Josephineâ\200\231s MacBook Air._raop._tcp.local PTR 4E42DB33AA89@Paigeâ\200\231s MacBook Pro._raop._tcp.local PTR 62C69617BCF7@Davidâ\200\231s MacBook Pro (2)._raop._tcp.local PTR 109F41E6DEA6@Samanthaâ\200\231s MacBook Pro._raop._tcp.local PTR 80657CF18DA3@userâ\200\231s MacBook Air._raop._tcp.local PTR E26B7185D62D@Lydiaâ\200\231s MacBook Air._raop._tcp.local PTR 76B018DA6BB4@Ephraimâ\200\231s MacBook Air._raop._tcp.local PTR 32DBC6D3D1FC@Katieâ\200\231s MacBook Air._raop._tcp.local PTR 16A01AAF458C@Bucephalus._raop._tcp.local PTR C29678504933@Guest Bedroom._raop._tcp.local"
"110","2026/106 15:00:47.589935900","172.18.80.252","224.0.0.251","MDNS","1436","Standard query 0x0000 PTR BE053E15EF19@Jelissaâ\200\231s MacBook Air._raop._tcp.local PTR C442680E60FA@LW259-AM-3200 (2)._raop._tcp.local PTR F8FFC252DEDF@Maiaâ\200\231s MacBook Air._raop._tcp.local PTR C442680E5EF2@LW251-AirMedia._raop._tcp.local PTR C442680E6876@LW150-AirMedia._raop._tcp.local PTR C442680E67C6@LW264-AM-3200._raop._tcp.local PTR C442680E6666@LW257-AM-3200._raop._tcp.local PTR C442680E6802@LW152-AirMedia._raop._tcp.local PTR C442680E6882@LW262-AM-3200._raop._tcp.local PTR C442680E5F22@LW234-AirMedia._raop._tcp.local PTR C442680E6102@LW261-AM-3200._raop._tcp.local PTR C442680E6112@LW260-AM-3200._raop._tcp.local PTR C442680E5F0A@LW111-AirMedia._raop._tcp.local PTR C442680E5EE6@LW235-AirMedia._raop._tcp.local PTR C442680E685A@LW153-AirMedia._raop._tcp.local PTR C442680E67F2@LW113J-AirMedia._raop._tcp.local PTR C442680E6856@LW151B-AirMedia._raop._tcp.local PTR C442680E688A@LW265-AM-3200._raop._tcp.local PTR C442680E68AA@LW266-AM-3200._raop._tcp.local PTR C442680E60FA@LW259-AM-3200._raop._tcp.local PTR 4E0455909419@Sophiaâ\200\231s MacBook Air._raop._tcp.local PTR C442680E67EE@LW105-AirMedia._raop._tcp.local PTR C442680E5EDE@LW233-AirMedia._raop._tcp.local PTR C442680E67F6@LW154-AirMedia._raop._tcp.local PTR C442680E681E@LW157-AirMedia._raop._tcp.local PTR C442680E6832@LW151A-AirMedia._raop._tcp.local PTR 2271F114FF24@Aaliyahâ\200\231s MacBook Air._raop._tcp.local PTR A4CF99910DAD@Natalieâ\200\231s MacBook Pro (2)._raop._tcp.local PTR B6268B6F8829@Joshuaâ\200\231s MacBook Air._raop._tcp.local PTR 849437E35B88@Reese's MacBook._raop._tcp.local PTR 469CF91D509D@Kelseyâ\200\231s MacBook Pro._raop._tcp.local"
"111","2026/106 15:00:47.589935900","fe80::16:b056:5153:7e72","ff02::fb","MDNS","1456","Standard query 0x0000 PTR BE053E15EF19@Jelissaâ\200\231s MacBook Air._raop._tcp.local PTR C442680E60FA@LW259-AM-3200 (2)._raop._tcp.local PTR F8FFC252DEDF@Maiaâ\200\231s MacBook Air._raop._tcp.local PTR C442680E5EF2@LW251-AirMedia._raop._tcp.local PTR C442680E6876@LW150-AirMedia._raop._tcp.local PTR C442680E67C6@LW264-AM-3200._raop._tcp.local PTR C442680E6666@LW257-AM-3200._raop._tcp.local PTR C442680E6802@LW152-AirMedia._raop._tcp.local PTR C442680E6882@LW262-AM-3200._raop._tcp.local PTR C442680E5F22@LW234-AirMedia._raop._tcp.local PTR C442680E6102@LW261-AM-3200._raop._tcp.local PTR C442680E6112@LW260-AM-3200._raop._tcp.local PTR C442680E5F0A@LW111-AirMedia._raop._tcp.local PTR C442680E5EE6@LW235-AirMedia._raop._tcp.local PTR C442680E685A@LW153-AirMedia._raop._tcp.local PTR C442680E67F2@LW113J-AirMedia._raop._tcp.local PTR C442680E6856@LW151B-AirMedia._raop._tcp.local PTR C442680E688A@LW265-AM-3200._raop._tcp.local PTR C442680E68AA@LW266-AM-3200._raop._tcp.local PTR C442680E60FA@LW259-AM-3200._raop._tcp.local PTR 4E0455909419@Sophiaâ\200\231s MacBook Air._raop._tcp.local PTR C442680E67EE@LW105-AirMedia._raop._tcp.local PTR C442680E5EDE@LW233-AirMedia._raop._tcp.local PTR C442680E67F6@LW154-AirMedia._raop._tcp.local PTR C442680E681E@LW157-AirMedia._raop._tcp.local PTR C442680E6832@LW151A-AirMedia._raop._tcp.local PTR 2271F114FF24@Aaliyahâ\200\231s MacBook Air._raop._tcp.local PTR A4CF99910DAD@Natalieâ\200\231s MacBook Pro (2)._raop._tcp.local PTR B6268B6F8829@Joshuaâ\200\231s MacBook Air._raop._tcp.local PTR 849437E35B88@Reese's MacBook._raop._tcp.local PTR 469CF91D509D@Kelseyâ\200\231s MacBook Pro._raop._tcp.local"
"112","2026/106 15:00:47.589935900","fe80::16:b056:5153:7e72","ff02::fb","MDNS","1505","Standard query 0x0000 PTR _airplay._tcp.local, ""QM"" question PTR Judithâ\200\231s MacBook Air._airplay._tcp.local PTR Grantâ\200\231s MacBook Pro (3)._airplay._tcp.local PTR FBI Computer 1._airplay._tcp.local PTR Katelynâ\200\231s MacBook Air._airplay._tcp.local PTR Annaâ\200\231s MacBook Air._airplay._tcp.local PTR Haruto\343\201\256MacBook Air._airplay._tcp.local PTR Austinâ\200\231s Laptop._airplay._tcp.local PTR Aidenâ\200\231s MacBook Air._airplay._tcp.local PTR Petrâ\200\231s MacBook Air._airplay._tcp.local PTR Josephineâ\200\231s MacBook Air._airplay._tcp.local PTR emilyâ\200\231s MacBook Air (2)._airplay._tcp.local PTR Rosalieâ\200\231s MacBook Air._airplay._tcp.local PTR Isaiahâ\200\231s MacBook Pro._airplay._tcp.local PTR jujuâ\200\231s MacBook Air._airplay._tcp.local PTR LK's Macbook._airplay._tcp.local PTR Morganâ\200\231s MacBook Air._airplay._tcp.local PTR Janiceâ\200\231s MacBook Air._airplay._tcp.local PTR Paigeâ\200\231s MacBook Pro._airplay._tcp.local PTR Davidâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR Samanthaâ\200\231s MacBook Pro._airplay._tcp.local PTR userâ\200\231s MacBook Air._airplay._tcp.local PTR Lydiaâ\200\231s MacBook Air._airplay._tcp.local PTR Ephraimâ\200\231s MacBook Air._airplay._tcp.local PTR Katieâ\200\231s MacBook Air._airplay._tcp.local PTR Bucephalus._airplay._tcp.local PTR Guest Bedroom._airplay._tcp.local PTR Jelissaâ\200\231s MacBook Air._airplay._tcp.local PTR LW251-AirMedia (4)._airplay._tcp.local PTR Maiaâ\200\231s MacBook Air._airplay._tcp.local PTR LW261-AM-3200._airplay._tcp.local PTR LW251-AirMedia._airplay._tcp.local PTR LW266-AM-3200._airplay._tcp.local PTR LW111-AirMedia._airplay._tcp.local PTR LW154-AirMedia._airplay._tcp.local PTR LW153-AirMedia._airplay._tcp.local PTR LW151A-AirMedia._airplay._tcp.local PTR LW105-AirMedia._airplay._tcp.local PTR LW234-AirMedia._airplay._tcp.local PTR LW235-AirMedia._airplay._tcp.local PTR LW259-AM-3200._airplay._tcp.local PTR LW113J-AirMedia._airplay._tcp.local PTR LW257-AM-3200._airplay._tcp.local"
"113","2026/106 15:00:47.589935900","172.18.80.252","224.0.0.251","MDNS","1485","Standard query 0x0000 PTR _airplay._tcp.local, ""QM"" question PTR Judithâ\200\231s MacBook Air._airplay._tcp.local PTR Grantâ\200\231s MacBook Pro (3)._airplay._tcp.local PTR FBI Computer 1._airplay._tcp.local PTR Katelynâ\200\231s MacBook Air._airplay._tcp.local PTR Annaâ\200\231s MacBook Air._airplay._tcp.local PTR Haruto\343\201\256MacBook Air._airplay._tcp.local PTR Austinâ\200\231s Laptop._airplay._tcp.local PTR Aidenâ\200\231s MacBook Air._airplay._tcp.local PTR Petrâ\200\231s MacBook Air._airplay._tcp.local PTR Josephineâ\200\231s MacBook Air._airplay._tcp.local PTR emilyâ\200\231s MacBook Air (2)._airplay._tcp.local PTR Rosalieâ\200\231s MacBook Air._airplay._tcp.local PTR Isaiahâ\200\231s MacBook Pro._airplay._tcp.local PTR jujuâ\200\231s MacBook Air._airplay._tcp.local PTR LK's Macbook._airplay._tcp.local PTR Morganâ\200\231s MacBook Air._airplay._tcp.local PTR Janiceâ\200\231s MacBook Air._airplay._tcp.local PTR Paigeâ\200\231s MacBook Pro._airplay._tcp.local PTR Davidâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR Samanthaâ\200\231s MacBook Pro._airplay._tcp.local PTR userâ\200\231s MacBook Air._airplay._tcp.local PTR Lydiaâ\200\231s MacBook Air._airplay._tcp.local PTR Ephraimâ\200\231s MacBook Air._airplay._tcp.local PTR Katieâ\200\231s MacBook Air._airplay._tcp.local PTR Bucephalus._airplay._tcp.local PTR Guest Bedroom._airplay._tcp.local PTR Jelissaâ\200\231s MacBook Air._airplay._tcp.local PTR LW251-AirMedia (4)._airplay._tcp.local PTR Maiaâ\200\231s MacBook Air._airplay._tcp.local PTR LW261-AM-3200._airplay._tcp.local PTR LW251-AirMedia._airplay._tcp.local PTR LW266-AM-3200._airplay._tcp.local PTR LW111-AirMedia._airplay._tcp.local PTR LW154-AirMedia._airplay._tcp.local PTR LW153-AirMedia._airplay._tcp.local PTR LW151A-AirMedia._airplay._tcp.local PTR LW105-AirMedia._airplay._tcp.local PTR LW234-AirMedia._airplay._tcp.local PTR LW235-AirMedia._airplay._tcp.local PTR LW259-AM-3200._airplay._tcp.local PTR LW113J-AirMedia._airplay._tcp.local PTR LW257-AM-3200._airplay._tcp.local"
"114","2026/106 15:00:47.589935900","fe80::16:b056:5153:7e72","ff02::fb","MDNS","608","Standard query 0x0000 PTR Sophiaâ\200\231s MacBook Air._airplay._tcp.local PTR LW262-AM-3200._airplay._tcp.local PTR LW262-AM-3200 (3)._airplay._tcp.local PTR LW150-AirMedia._airplay._tcp.local PTR LW157-AirMedia._airplay._tcp.local PTR LW152-AirMedia._airplay._tcp.local PTR LW151B-AirMedia._airplay._tcp.local PTR LW264-AM-3200._airplay._tcp.local PTR LW233-AirMedia._airplay._tcp.local PTR LW265-AM-3200._airplay._tcp.local PTR LW260-AM-3200._airplay._tcp.local PTR Aaliyahâ\200\231s MacBook Air._airplay._tcp.local PTR Natalieâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR Joshuaâ\200\231s MacBook Air._airplay._tcp.local PTR Reese's MacBook._airplay._tcp.local PTR Kelseyâ\200\231s MacBook Pro._airplay._tcp.local"
"115","2026/106 15:00:47.591229400","172.18.80.252","224.0.0.251","MDNS","588","Standard query 0x0000 PTR Sophiaâ\200\231s MacBook Air._airplay._tcp.local PTR LW262-AM-3200._airplay._tcp.local PTR LW262-AM-3200 (3)._airplay._tcp.local PTR LW150-AirMedia._airplay._tcp.local PTR LW157-AirMedia._airplay._tcp.local PTR LW152-AirMedia._airplay._tcp.local PTR LW151B-AirMedia._airplay._tcp.local PTR LW264-AM-3200._airplay._tcp.local PTR LW233-AirMedia._airplay._tcp.local PTR LW265-AM-3200._airplay._tcp.local PTR LW260-AM-3200._airplay._tcp.local PTR Aaliyahâ\200\231s MacBook Air._airplay._tcp.local PTR Natalieâ\200\231s MacBook Pro (2)._airplay._tcp.local PTR Joshuaâ\200\231s MacBook Air._airplay._tcp.local PTR Reese's MacBook._airplay._tcp.local PTR Kelseyâ\200\231s MacBook Pro._airplay._tcp.local"
"116","2026/106 15:00:47.599615200","fe80::1c92:b4d6:cdb:df8b","ff02::1:ff93:c9aa","ICMPv6","90","Neighbor Solicitation for fe80::1830:d2c8:ac93:c9aa from de:29:09:03:24:c2"
"117","2026/106 15:00:47.689144400","172.18.80.203","224.0.0.251","MDNS","438","Standard query response 0x0000 PTR Kelseyâ\200\231s MacBook Pro._companion-link._tcp.local TXT AAAA, cache flush fe80::1408:627a:e4b4:d94c A, cache flush 172.18.80.203 TXT, cache flush SRV, cache flush 0 0 51686 Kelseys-MacBook-Pro.local NSEC, cache flush Kelseys-MacBook-Pro.local NSEC, cache flush Kelseyâ\200\231s MacBook Pro._companion-link._tcp.local"
"118","2026/106 15:00:47.689144400","fe80::1408:627a:e4b4:d94c","ff02::fb","MDNS","458","Standard query response 0x0000 PTR Kelseyâ\200\231s MacBook Pro._companion-link._tcp.local TXT AAAA, cache flush fe80::1408:627a:e4b4:d94c A, cache flush 172.18.80.203 TXT, cache flush SRV, cache flush 0 0 51686 Kelseys-MacBook-Pro.local NSEC, cache flush Kelseys-MacBook-Pro.local NSEC, cache flush Kelseyâ\200\231s MacBook Pro._companion-link._tcp.local"
"119","2026/106 15:00:47.831947900","172.18.81.124","52.123.128.14","TCP","55","51361  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1"
"120","2026/106 15:00:47.838966300","172.18.81.141","224.0.0.251","MDNS","281","Standard query response 0x0000 PTR Reese's MacBook._rfb._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 5900 Reeses-MacBook.local A, cache flush 172.18.81.141 NSEC, cache flush Reese's MacBook._rfb._tcp.local NSEC, cache flush Reeses-MacBook.local"
"121","2026/106 15:00:47.857377600","52.123.128.14","172.18.81.124","TCP","70","443  >  51361 [ACK] Seq=1 Ack=2 Win=16384 Len=0 SLE=1 SRE=2"
"122","2026/106 15:00:47.943420400","da:3f:93:6d:58:21","Intel_61:82:b7","ARP","60","Who has 172.18.80.203? Tell 172.18.80.50"
"123","2026/106 15:00:47.943420400","da:3f:93:6d:58:21","Intel_61:82:b7","ARP","60","Who has 172.18.81.141? Tell 172.18.80.50"
